id,pas_key,dob,gender,hos_num,nhs_num,last_modified_user_id,last_modified_date,created_user_id,created_date,gp_id,date_of_death,practice_id,ethnic_group_id,contact_id
18324,1008354,"1953-10-01","M","1008354","4162626832",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8441
18325,1008355,"1942-01-07","M","1008355","6955754394",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8442
18326,1008356,"1957-08-04","F","1008356","2177686276",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8443
18327,1008357,"1961-02-05","F","1008357","1762898341",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8444
18328,1008358,"1978-07-03","M","1008358","1499892363",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8445
18329,1008359,"1929-11-16","F","1008359","5974717488",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8446
18330,1008360,"1969-08-06","F","1008360","8151377125",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8447
18331,1008361,"1973-11-21","M","1008361","2492317211",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8448
18332,1008362,"1924-02-22","M","1008362","2115087465",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,"1994-02-04",2,NULL,8449
18333,1008363,"1960-06-16","M","1008363","7555521893",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8450
18334,1008364,"1929-07-12","M","1008364","1777676388",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8451
18335,1008365,"1924-09-08","M","1008365","8051346397",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8452
18336,1008366,"1925-03-10","M","1008366","2279463209",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,"1995-02-21",3,NULL,8453
18337,1008367,"1953-01-01","F","1008367","9269959700",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8454
18338,1008368,"1929-05-05","M","1008368","8881088925",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8455
18339,1008369,"1948-08-05","F","1008369","8331276127",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8456
18340,1008370,"1930-02-08","M","1008370","3268145509",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8457
18341,1008371,"1932-01-19","F","1008371","4563654674",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8458
18342,1008372,"1977-07-23","F","1008372","7407605307",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8459
18343,1008373,"1935-09-27","M","1008373","8899221623",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8460
18344,1008374,"1949-10-22","F","1008374","3679823059",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8461
18345,1008375,"1960-06-07","M","1008375","4813663788",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8462
18346,1008376,"1921-12-17","M","1008376","6162174494",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8463
18347,1008377,"1962-11-13","M","1008377","5714067750",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8464
18348,1008378,"1955-07-19","F","1008378","1854694732",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8465
18349,1008379,"1972-09-14","F","1008379","7878112208",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8466
18350,1008380,"1950-05-21","F","1008380","6305082988",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8467
18351,1008381,"1941-10-23","F","1008381","4004263714",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8468
18352,1008382,"1972-11-13","M","1008382","3357491538",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8469
18353,1008383,"1980-08-06","F","1008383","8586397264",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8470
18354,1008384,"1970-08-05","F","1008384","9566047520",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8471
18355,1008385,"1951-09-12","M","1008385","4073659540",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8472
18356,1008386,"1955-05-08","F","1008386","6119384429",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8473
18357,1008387,"1933-06-10","F","1008387","4819589230",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8474
18358,1008388,"1980-04-16","M","1008388","4299292820",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8475
18359,1008389,"1970-03-01","M","1008389","7984434326",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8476
18360,1008390,"1943-02-22","F","1008390","6808224017",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8477
18361,1008391,"1968-12-12","F","1008391","8474244258",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8478
18362,1008392,"1971-12-18","F","1008392","9847601097",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8479
18363,1008393,"1965-10-04","F","1008393","2002939097",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8480
18364,1008394,"1933-02-01","M","1008394","1469336799",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8481
18365,1008395,"1947-03-22","M","1008395","8783056100",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8482
18366,1008396,"1955-10-28","M","1008396","8009109089",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8483
18367,1008397,"1968-07-24","F","1008397","2164095350",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8484
18368,1008398,"1963-02-11","F","1008398","8373021402",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8485
18369,1008399,"1927-02-07","F","1008399","8878173691",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8486
18370,1008400,"1996-06-17","F","1008400","5598018842",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8487
18371,1008401,"1949-06-09","F","1008401","9252929569",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8488
18372,1008402,"1955-04-20","F","1008402","4615087945",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8489
18373,1008403,"1927-09-13","F","1008403","1165039005",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8490
18374,1008404,"1947-05-13","M","1008404","2529375438",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8491
18375,1008405,"1936-06-26","F","1008405","5374133668",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8492
18376,1008406,"1951-02-20","F","1008406","5978589677",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8493
18377,1008407,"1922-01-17","M","1008407","4143535028",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8494
18378,1008408,"1947-09-14","F","1008408","3638299666",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8495
18379,1008409,"1974-12-26","F","1008409","4274887518",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8496
18380,1008410,"1950-02-15","F","1008410","9228951260",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8497
18381,1008411,"1957-10-09","F","1008411","6718557152",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8498
18382,1008412,"1934-05-08","M","1008412","3185335465",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8499
18383,1008413,"1938-03-23","M","1008413","2119633068",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8500
18384,1008414,"1925-06-20","M","1008414","4782216929",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,"1995-06-03",3,NULL,8501
18385,1008415,"1926-08-12","M","1008415","1614063029",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8502
18386,1008416,"1932-05-14","F","1008416","3985261309",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8503
18387,1008417,"1966-08-23","M","1008417","8061036229",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8504
18388,1008418,"1947-07-22","M","1008418","9867588171",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8505
18389,1008419,"1930-12-14","F","1008419","3525245933",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8506
18390,1008420,"1937-07-06","F","1008420","5486904149",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8507
18391,1008421,"1975-04-14","F","1008421","9225346194",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8508
18392,1008422,"1943-06-03","M","1008422","3897838875",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8509
18393,1008423,"1925-04-10","F","1008423","8717368722",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8510
18394,1008424,"1961-04-19","M","1008424","8328128160",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8511
18395,1008425,"1921-03-17","F","1008425","4015557241",1,"2012-10-05 12:24:18",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8512
18396,1008426,"1933-10-27","M","1008426","2746129004",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8513
18397,1008427,"1965-03-15","F","1008427","3472029150",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8514
18398,1008428,"1965-09-10","","1008428","1145415437",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8515
18399,1008429,"1950-05-06","M","1008429","6291708756",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8516
18400,1008430,"1929-03-11","F","1008430","2548563515",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,"1999-02-22",3,NULL,8517
18401,1008431,"1970-08-22","F","1008431","6285591038",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8518
18402,1008432,"1932-01-23","M","1008432","6232101303",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8519
18403,1008433,"1962-01-21","F","1008433","9425717459",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8520
18404,1008434,"1962-11-27","M","1008434","2433087139",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8521
18405,1008435,"1935-02-15","M","1008435","6749266911",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8522
18406,1008436,"1960-10-08","F","1008436","8746395695",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8523
18407,1008437,"1965-08-05","M","1008437","5527157254",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8524
18408,1008438,"1948-07-01","F","1008438","6698892676",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8525
18409,1008439,"1952-05-08","F","1008439","4164635925",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8526
18410,1008440,"1944-02-08","M","1008440","3716008482",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8527
18411,1008441,"1963-10-18","F","1008441","7796418821",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8528
18412,1008442,"1920-07-19","F","1008442","1554589467",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,"1990-07-02",2,NULL,8529
18413,1008443,"1930-05-16","M","1008443","7674855953",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8530
18414,1008444,"1942-02-26","F","1008444","3309287304",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8531
18415,1008445,"1963-05-26","M","1008445","6581099201",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8532
18416,1008446,"1959-03-12","F","1008446","1514509635",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8533
18417,1008447,"1922-04-15","F","1008447","3873532203",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8534
18418,1008448,"1936-06-19","M","1008448","3531285961",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8535
18419,1008449,"1938-01-17","F","1008449","8153185720",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8536
18420,1008450,"1951-07-11","M","1008450","7781027363",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8537
18421,1008451,"1930-08-04","M","1008451","9883097838",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8538
18422,1008452,"1938-01-10","F","1008452","4902764449",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8539
18423,1008453,"1928-08-15","F","1008453","5893651680",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8540
18424,1008454,"1926-01-26","F","1008454","5997934932",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,"1996-01-09",1,NULL,8541
18425,1008455,"1940-07-03","F","1008455","6405393479",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8542
18426,1008456,"1970-03-09","M","1008456","3962366513",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8543
18427,1008457,"1961-02-12","F","1008457","6998596985",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8544
18428,1008458,"1958-02-27","M","1008458","6039608121",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8545
18429,1008459,"1920-05-06","M","1008459","7705272736",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8546
18430,1008460,"1945-09-04","F","1008460","4585296869",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8547
18431,1008461,"1921-10-04","M","1008461","4326332641",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8548
18432,1008462,"1941-01-19","M","1008462","7587805631",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8549
18433,1008463,"1923-05-01","F","1008463","6712398335",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8550
18434,1008464,"1937-04-25","F","1008464","1731954643",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8551
18435,1008465,"1970-08-19","M","1008465","4605713825",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8552
18436,1008466,"1939-02-01","M","1008466","3235848615",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8553
18437,1008467,"1980-01-09","F","1008467","9239084370",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8554
18438,1008468,"1947-10-04","M","1008468","9049728255",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8555
18439,1008469,"1931-08-02","M","1008469","1199889684",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8556
18440,1008470,"1965-08-14","F","1008470","5144252636",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8557
18441,1008471,"1969-01-25","M","1008471","2835726136",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8558
18442,1008472,"1925-11-19","M","1008472","4014687379",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8559
18443,1008473,"1963-03-10","F","1008473","8027763565",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8560
18444,1008474,"1974-10-18","M","1008474","3212243407",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8561
18445,1008475,"1952-08-01","F","1008475","3811403585",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8562
18446,1008476,"1952-12-10","M","1008476","7869752111",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8563
18447,1008477,"1935-03-13","M","1008477","7022156719",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8564
18448,1008478,"1934-08-08","M","1008478","4978236916",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8565
18449,1008479,"1955-01-22","M","1008479","6667181946",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8566
18450,1008480,"1924-06-25","F","1008480","8155367582",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8567
18451,1008481,"1971-07-28","M","1008481","6498606883",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8568
18452,1008482,"1947-11-08","M","1008482","6866941520",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8569
18453,1008483,"1950-12-06","F","1008483","9105597224",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8570
18454,1008484,"1955-09-25","M","1008484","6353478613",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8571
18455,1008485,"1971-03-27","F","1008485","9544379927",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8572
18456,1008486,"1954-09-04","F","1008486","6628853275",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8573
18457,1008487,"1970-09-10","M","1008487","1013093992",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8574
18458,1008488,"1944-08-24","M","1008488","8628985725",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8575
18459,1008489,"1928-06-09","M","1008489","7739211108",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8576
18460,1008490,"1972-09-03","F","1008490","7899696113",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8577
18461,1008491,"1956-11-19","F","1008491","8693459629",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8578
18462,1008492,"1924-11-01","M","1008492","2899171017",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8579
18463,1008493,"1942-09-22","M","1008493","6383683737",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8580
18464,1008494,"1931-10-09","F","1008494","3122072587",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8581
18465,1008495,"1977-01-03","M","1008495","5298859096",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8582
18466,1008496,"1951-09-18","F","1008496","3531879075",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8583
18467,1008497,"1949-03-22","M","1008497","6721674614",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8584
18468,1008498,"1958-08-11","M","1008498","3475533747",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8585
18469,1008499,"1923-12-06","M","1008499","5488816469",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8586
18470,1008500,"1992-04-13","F","1008500","5303504016",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8587
18471,1008501,"1980-06-22","F","1008501","9818651690",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8588
18472,1008502,"1929-01-23","M","1008502","7708571093",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",3,"1999-01-06",1,NULL,8589
18473,1008503,"1924-06-15","M","1008503","1103411340",1,"2012-10-05 12:24:19",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8590
18474,1008504,"1942-12-06","F","1008504","4178865148",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8591
18475,1008505,"1975-12-27","F","1008505","5592338696",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8592
18476,1008506,"1972-07-22","M","1008506","4988678482",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8593
18477,1008507,"1942-03-09","F","1008507","7511551677",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8594
18478,1008508,"1920-01-13","F","1008508","9763575344",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8595
18479,1008509,"1948-12-12","M","1008509","9799185890",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8596
18480,1008510,"1964-12-08","F","1008510","7453061941",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8597
18481,1008511,"1944-08-28","M","1008511","9618834961",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8598
18482,1008512,"1934-08-04","M","1008512","9926286182",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8599
18483,1008513,"1964-02-07","M","1008513","4193271568",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8600
18484,1008514,"1962-12-04","M","1008514","2155679922",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8601
18485,1008515,"1979-09-24","F","1008515","8596804985",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8602
18486,1008516,"1976-01-24","F","1008516","3985913901",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8603
18487,1008517,"1945-07-01","M","1008517","3784828249",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8604
18488,1008518,"1949-05-04","M","1008518","8555179940",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8605
18489,1008519,"1977-10-13","F","1008519","8503759988",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8606
18490,1008520,"1928-04-08","F","1008520","2976309739",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8607
18491,1008521,"1931-07-13","M","1008521","9331069183",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8608
18492,1008522,"1925-09-24","F","1008522","6258464571",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,"1995-09-07",2,NULL,8609
18493,1008523,"1954-06-12","F","1008523","4947998436",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8610
18494,1008524,"1946-03-23","F","1008524","1142467878",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8611
18495,1008525,"1924-05-10","M","1008525","1769879287",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8612
18496,1008526,"1968-04-03","F","1008526","3648819249",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8613
18497,1008527,"1934-06-27","M","1008527","4247194413",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8614
18498,1008528,"1948-02-24","F","1008528","2306555694",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8615
18499,1008529,"1920-07-08","F","1008529","1718712672",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8616
18500,1008530,"1968-11-07","M","1008530","4924723984",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8617
18501,1008531,"1923-08-17","F","1008531","2072454148",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8618
18502,1008532,"1941-03-28","M","1008532","3722728953",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8619
18503,1008533,"1966-09-28","M","1008533","4989554228",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8620
18504,1008534,"1937-12-01","F","1008534","7311266707",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8621
18505,1008535,"1922-02-07","F","1008535","9525526919",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8622
18506,1008536,"1927-02-18","M","1008536","6562338864",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8623
18507,1008537,"1944-11-05","M","1008537","9864954611",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8624
18508,1008538,"1975-12-10","M","1008538","6808181239",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8625
18509,1008539,"1958-03-27","M","1008539","2407799987",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8626
18510,1008540,"1968-02-11","F","1008540","1592476936",1,"2012-10-05 12:24:20",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8627
